Name ,Link,State ,Party ,LegislativeBody
"Ocasio-Cortez, Alexandria",https://twitter.com/RepAOC,NY,D,house
"Omar, Ilhan",https://twitter.com/Ilhan,MN,D,house
"Owens, Burgess",https://twitter.com/RepBurgessOwens,UT,R,house
"Palazzo, Steven",https://twitter.com/CongPalazzo,MS,R,house
"Pallone Jr., Frank",https://twitter.com/FrankPallone,NJ,D,house
"Palmer, Gary",https://twitter.com/USRepGaryPalmer,AL,R,house
"Panetta, Jimmy",https://twitter.com/RepJimmyPanetta,CA,D,house
"Pappas, Chris",https://twitter.com/RepChrisPappas,NH,D,house
"Pascrell Jr., Bill",https://twitter.com/BillPascrell,NJ,D,house
"Payne Jr., Donald",https://twitter.com/RepDonaldPayne,NJ,D,house
"Pelosi, Nancy",https://twitter.com/SpeakerPelosi,CA,D,house
"Peltola, Mary",https://twitter.com/MaryPeltola,AK,D,house
"Pence, Greg",https://twitter.com/RepGregPence,IN,R,house
"Perlmutter, Ed",https://twitter.com/RepPerlmutter,CO,D,house
"Perry, Scott",https://twitter.com/RepScottPerry,PA,R,house
"Peters, Scott",https://twitter.com/RepScottPeters,CA,D,house
"Pfluger, August",https://twitter.com/RepPfluger,TX,R,house
"Phillips, Dean",https://twitter.com/RepDeanPhillips,MN,D,house
"Pingree, Chellie",https://twitter.com/chelliepingree,ME,D,house
"Plaskett, Stacey",https://twitter.com/StaceyPlaskett,VI,D,house
"Pocan, Mark",https://twitter.com/repmarkpocan,WI,D,house
"Porter, Katie",https://twitter.com/RepKatiePorter,CA,D,house
"Posey, Bill",https://twitter.com/congbillposey,FL,R,house
"Pressley, Ayanna",https://twitter.com/RepPressley,MA,D,house
"Price, David",https://twitter.com/RepDavidEPrice,NC,D,house
"Quigley, Mike",https://twitter.com/RepMikeQuigley,IL,D,house
"Radewagen, Amata",https://twitter.com/RepAmata,AS,R,house
"Raskin, Jamie",https://twitter.com/RepRaskin,MD,D,house
"Reschenthaler, Guy",https://twitter.com/GReschenthaler,PA,R,house
"Rice, Kathleen",https://twitter.com/RepKathleenRice,NY,D,house
"Rice, Tom",https://twitter.com/RepTomRice,SC,R,house
"Rodgers, Cathy McMorris",https://twitter.com/cathymcmorris,WA,R,house
"Rogers, Harold",https://twitter.com/RepHalRogers,KY,R,house
"Rogers, Mike",https://twitter.com/RepMikeRogersAL,AL,R,house
"Rose, John W.",https://twitter.com/RepJohnRose,TN,R,house
"Rosendale, Matthew M.",https://twitter.com/RepRosendale,MT,R,house
"Ross, Deborah K.",https://twitter.com/RepDeborahRoss,NC,D,house
"Rouzer, David",https://twitter.com/RepDavidRouzer,NC,R,house
"Roy, Chip",https://twitter.com/RepChipRoy,TX,R,house
"Roybal-Allard, Lucille",https://twitter.com/RepRoybalAllard,CA,D,house
"Ruiz, Raul",https://twitter.com/RepRaulRuizMD,CA,D,house
"Ruppersberger, C. A. Dutch",https://twitter.com/Call_Me_Dutch,MD,D,house
"Rush, Bobby L.",https://twitter.com/RepBobbyRush,IL,D,house
"Rutherford, John",https://twitter.com/RepRutherfordFL,FL,R,house
"Ryan, Pat",https://twitter.com/PatRyanUC,NY,D,house
"Ryan, Tim",https://twitter.com/RepTimRyan,OH,D,house
"Sablan, Gregorio",https://twitter.com/Kilili_Sablan,MP,D,house
"Salazar, Maria Elvira",https://twitter.com/RepMariaSalazar,FL,R,house
"San Nicolas, Michael F. Q.",https://twitter.com/GuamCongressman,GU,D,house
"Sánchez, Linda",https://twitter.com/RepLindaSanchez,CA,D,house
"Sarbanes, John P.",https://twitter.com/RepSarbanes,MD,D,house
"Scalise, Steve",https://twitter.com/SteveScalise,LA,R,house
"Scanlon, Mary Gay",https://twitter.com/RepMGS,PA,D,house
"Schakowsky, Jan",https://twitter.com/janschakowsky,IL,D,house
"Schiff, Adam",https://twitter.com/RepAdamSchiff,CA,D,house
"Schneider, Bradley",https://twitter.com/RepSchneider,IL,D,house
"Schrader, Kurt",https://twitter.com/RepSchrader,OR,D,house
"Schrier, Kim",https://twitter.com/RepKimSchrier,WA,D,house
"Schweikert, David",https://twitter.com/RepDavid,AZ,R,house
"Scott, Austin",https://twitter.com/AustinScottGA08,GA,R,house
"Scott, David",https://twitter.com/repdavidscott,GA,D,house
"Scott, Robert C.",https://twitter.com/BobbyScott,VA,D,house
"Sessions, Pete",https://twitter.com/PeteSessions,TX,R,house
"Sewell, Terri A.",https://twitter.com/RepTerriSewell,AL,D,house
"Sherman, Brad",https://twitter.com/BradSherman,CA,D,house
"Sherrill, Mikie",https://twitter.com/RepSherrill,NJ,D,house
"Simpson, Mike",https://twitter.com/CongMikeSimpson,ID,R,house
"Sires, Albio",https://twitter.com/RepSires,NJ,D,house
"Slotkin, Elissa",https://twitter.com/RepSlotkin,MI,D,house
"Smith, Adam",https://twitter.com/RepAdamSmith,WA,D,house
"Smith, Adrian",https://twitter.com/RepAdrianSmith,NE,R,house
"Smith, Chris",,NJ,R,house
"Smith, Jason",https://twitter.com/RepJasonSmith,MO,R,house
"Smucker, Lloyd",https://twitter.com/RepSmucker,PA,R,house
"Soto, Darren",https://twitter.com/RepDarrenSoto,FL,D,house
"Spanberger, Abigail",https://twitter.com/RepSpanberger,VA,D,house
"Spartz, Victoria",https://twitter.com/RepSpartz,IN,R,house
"Speier, Jackie",https://twitter.com/RepSpeier,CA,D,house
"Stansbury, Melanie ",https://twitter.com/Rep_Stansbury,NM,D,house
"Stanton, Greg",https://twitter.com/RepGregStanton,AZ,D,house
"Stauber, Pete",https://twitter.com/RepPeteStauber,MN,R,house
"Steel, Michelle",https://twitter.com/RepSteel,CA,R,house
"Stefanik, Elise",https://twitter.com/RepStefanik,NY,R,house
"Steil, Bryan",https://twitter.com/RepBryanSteil,WI,R,house
"Steube, W. Gregory",https://twitter.com/RepGregSteube,FL,R,house
"Stevens, Haley",https://twitter.com/RepHaleyStevens,MI,D,house
"Stewart, Chris",https://twitter.com/RepChrisStewart,UT,R,house
"Strickland, Marilyn",https://twitter.com/RepStricklandWA,WA,D,house
"Suozzi, Thomas",https://twitter.com/RepTomSuozzi,NY,D,house
"Swalwell, Eric",https://twitter.com/RepSwalwell,CA,D,house
"Takano, Mark",https://twitter.com/RepMarkTakano,CA,D,house
"Taylor, Van",https://twitter.com/RepVanTaylor,TX,R,house
"Tenney, Claudia",https://twitter.com/claudiatenney,NY,R,house
"Thompson, Bennie G.",https://twitter.com/BennieGThompson,MS,D,house
"Thompson, Glenn",https://twitter.com/CongressmanGT,PA,R,house
"Thompson, Mike",https://twitter.com/RepThompson,CA,D,house
"Tiffany, Thomas P.",https://twitter.com/RepTiffany,WI,R,house
"Timmons, William",https://twitter.com/RepTimmons,SC,R,house
"Titus, Dina",https://twitter.com/repdinatitus,NV,D,house
"Tlaib, Rashida",https://twitter.com/RepRashida,MI,D,house
"Tonko, Paul D.",https://twitter.com/RepPaulTonko,NY,D,house
"Torres, Norma",https://twitter.com/NormaJTorres,CA,D,house
"Torres, Ritchie",https://twitter.com/RepRitchie,NY,D,house
"Trahan, Lori",https://twitter.com/RepLoriTrahan,MA,D,house
"Trone, David",https://twitter.com/RepDavidTrone,MD,D,house
"Turner, Mike",https://twitter.com/RepMikeTurner,OH,R,house
"Underwood, Lauren",https://twitter.com/RepUnderwood,IL,D,house
"Upton, Fred",https://twitter.com/RepFredUpton,MI,R,house
"Valadao, David G.",https://twitter.com/RepDavidValadao,CA,R,house
"Van Drew, Jefferson",https://twitter.com/Congressman_JVD,NJ,R,house
"Van Duyne, Beth",https://twitter.com/RepBethVanDuyne,TX,R,house
"Vargas, Juan",https://twitter.com/RepJuanVargas,CA,D,house
"Veasey, Marc",https://twitter.com/RepVeasey,TX,R,house
"Velázquez, Nydia M.",https://twitter.com/NydiaVelazquez,NY,D,house
"Wagner, Ann",https://twitter.com/RepAnnWagner,MO,R,house
"Walberg, Tim",https://twitter.com/RepWalberg,MI,R,house
"Waltz, Michael",https://twitter.com/michaelgwaltz,FL,R,house
"Wasserman Schultz, Debbie",https://twitter.com/RepDWStweets,FL,R,house
"Waters, Maxine",https://twitter.com/RepMaxineWaters,CA,D,house
"Watson Coleman, Bonnie",https://twitter.com/RepBonnie,NJ,D,house
"Weber, Randy",https://twitter.com/TXRandy14,TX,R,house
"Webster, Daniel",https://twitter.com/RepWebster,FL,R,house
"Welch, Peter",https://twitter.com/PeterWelch,VT,D,house
"Wenstrup, Brad",https://twitter.com/RepBradWenstrup,OH,R,house
"Westerman, Bruce",https://twitter.com/RepWesterman,AR,R,house
"Wexton, Jennifer",https://twitter.com/RepWexton,VA,D,house
"Wild, Susan",https://twitter.com/RepSusanWild,PA,D,house
"Williams, Nikema",https://twitter.com/RepNikema,GA,D,house
"Williams, Roger",https://twitter.com/RepRWilliams,TX,R,house
"Wilson, Frederica",https://twitter.com/RepWilson,FL,D,house
"Wilson, Joe",https://twitter.com/RepJoeWilson,SC,R,house
"Wittman, Robert J.",https://twitter.com/RobWittman,VA,R,house
"Womack, Steve",https://twitter.com/rep_stevewomack,AR,R,house
"Yakym, Rudy",https://twitter.com/RudyYakym,IN,R,house
"Yarmuth, John A.",https://twitter.com/RepJohnYarmuth,KY,D,house
"Zeldin, Lee",https://twitter.com/RepLeeZeldin,NY,R,house
